12.83,-1.28,-2.14;
17.03,0.02,-4.09;
21.36,-1.25,-5.10;
23.58,-3.31,-4.93;
23.70,-5.43,-2.17;
23.70,-5.75,2.96;
24.66,-5.80,4.58;
24.80,-6.16,0.66;
22.60,-7.63,-1.30;
18.34,-10.88,3.31;
14.03,-6.85,8.64;
11.62,-5.22,10.66;
9.76,-3.20,10.92;
10.26,-6.73,11.48;
10.80,-8.60,13.99;
17.67,-8.18,18.49;
29.01,-6.50,18.92;
36.92,-7.14,19.08;
42.17,-6.65,26.38;
52.63,-6.42,33.95;
69.49,-3.92,32.60;
75.67,-4.48,25.41;
59.73,-5.35,26.52;
35.42,-3.66,40.11;
25.52,-2.74,49.24;
18.81,-0.64,47.79;
-0.33,-1.61,37.66;
-15.63,-4.79,37.71;
-17.84,0.72,49.79;
8.25,0.71,53.07;
13.81,3.47,44.29;
-0.68,0.56,37.97;
-9.16,-3.70,43.45;
-7.89,-8.24,53.94;
-2.18,-0.77,58.02;
2.40,0.77,52.83;
-4.16,-0.60,47.04;
-10.99,-0.01,57.16;
4.16,-9.57,59.63;
6.87,-7.11,51.47;
-8.35,-4.51,39.13;
-9.63,5.03,32.87;
-1.90,6.23,30.14;
-5.26,4.37,27.08;
-9.28,-1.17,32.90;
-8.84,-3.55,49.13;
-4.16,0.78,61.16;
-0.01,4.62,53.13;
-5.17,3.00,31.74;
-5.42,0.85,25.12;
14.72,-0.73,38.83;
23.01,3.70,47.31;
27.62,4.85,40.47;
8.28,13.26,31.41;
11.99,15.04,31.95;
2.45,9.94,40.69;
-11.06,6.63,53.16;
-12.06,4.52,53.24;
-16.32,4.04,32.64;
-12.74,10.39,15.45;
10.20,15.99,18.57;
10.61,16.48,29.51;
9.79,12.60,46.08;
5.78,11.93,54.66;
-5.16,10.98,48.96;
-3.84,17.81,39.45;
15.50,17.36,37.51;
18.58,14.95,36.55;
12.72,10.63,31.94;
-1.40,3.69,24.72;
13.49,9.14,26.49;
33.41,18.51,35.21;
27.09,23.41,45.33;
11.20,18.02,45.70;
-8.76,6.01,30.78;
-8.42,6.68,18.86;
14.37,15.33,21.08;
18.51,21.06,23.79;
21.16,17.75,21.22;
16.54,16.22,17.71;
12.19,13.53,14.86;
10.34,17.85,18.96;
-6.47,7.32,22.84;
5.10,0.28,22.12;
31.27,3.88,20.31;
56.95,13.49,17.34;
53.20,12.69,11.99;
12.87,1.46,7.57;
-19.19,-9.57,5.37;
-7.97,-6.16,13.22;
27.30,4.57,18.03;
31.99,1.65,7.82;
26.36,-2.47,-7.79;
17.91,-0.09,-2.30;
11.13,0.01,6.00;
-0.38,-2.35,7.48;
0.46,-5.43,5.25;
8.19,-4.22,-1.14;
19.01,4.72,-7.40;
10.23,6.88,-10.88;
-7.19,2.88,-7.51;
-11.43,-0.83,-0.56;
-10.30,-3.90,3.12;
1.06,-4.77,-3.45;
3.94,-4.44,-8.12;
4.84,-4.79,-9.82;
1.52,-6.02,-10.09;
-5.26,-9.95,-15.39;
-12.07,-13.67,-19.83;
-6.42,-11.93,-18.26;
6.19,-6.86,-13.51;
10.17,-7.17,-16.23;
3.32,-11.81,-22.21;
-7.37,-14.91,-24.67;
-15.40,-15.41,-21.66;
-10.68,-13.32,-19.28;
-5.00,-10.80,-21.24;
-9.08,-11.25,-29.05;
-11.34,-14.85,-39.11;
-3.64,-11.46,-38.50;
-1.69,-5.66,-29.51;
3.58,-9.06,-28.21;
6.63,-8.89,-34.00;
1.97,-9.90,-36.15;
-3.06,-11.75,-39.48;
1.29,-11.41,-45.68;
9.65,-9.12,-42.30;
8.81,-9.54,-39.27;
0.13,-11.84,-39.83;
-15.29,-13.51,-40.53;
-32.90,-15.69,-42.49;
-19.11,-10.06,-47.42;
1.70,-8.85,-48.53;
3.79,-9.34,-50.73;
-2.90,-13.03,-51.45;
-14.93,-15.61,-50.08;
-21.08,-15.00,-43.25;
-19.84,-9.09,-38.47;
-22.13,-7.66,-48.66;
-27.14,-9.14,-65.34;
-23.87,-7.64,-71.89;
-11.97,-11.06,-64.14;
-10.96,-11.25,-47.21;
-3.69,-13.28,-37.57;
-1.48,-11.72,-40.67;
-7.86,-7.00,-59.01;
-9.60,5.99,-73.01;
-8.29,6.88,-73.50;
-25.35,-1.61,-64.92;
-46.00,-8.53,-52.37;
-48.93,-11.34,-43.31;
-43.10,-14.21,-41.76;
-26.19,-7.80,-49.94;
-10.47,-7.43,-64.64;
-10.12,-3.99,-65.95;
-16.99,-5.17,-56.37;
-15.57,-6.19,-46.88;
-10.35,-4.38,-44.59;
-16.04,-5.73,-44.85;
-24.24,-10.64,-44.40;
-29.20,-8.88,-43.42;
-21.98,-7.80,-51.56;
-12.88,-12.57,-60.47;
7.58,-7.46,-63.71;
28.86,-10.12,-60.58;
23.73,-18.88,-50.11;
13.64,-14.41,-47.62;
10.00,-10.64,-52.92;
0.36,-13.80,-56.09;
-21.22,-18.10,-47.66;
-22.53,-21.22,-36.20;
-7.43,-19.69,-27.37;
10.28,-13.25,-28.12;
23.39,-4.54,-23.97;
8.57,4.11,-14.32;
-2.82,1.24,2.96;
-15.39,-8.25,8.02;
-17.05,-10.31,-2.64;
-14.47,-5.87,-10.21;
-11.83,1.98,-2.52;
-6.96,2.30,3.27;
7.96,-3.66,3.15;
16.08,1.32,-3.89;
10.98,4.31,-3.45;
-0.62,4.62,3.86;
-15.93,0.14,12.29;
-19.64,-1.72,9.31;
-12.03,-1.05,-0.11;
-6.82,0.43,-10.58;
-3.97,-1.70,-7.53;
3.76,0.83,5.74;
12.84,2.27,11.31;
21.20,3.21,7.57;
10.49,8.40,0.26;
-3.43,6.95,-1.05;
-15.20,0.65,1.85;
-22.65,-3.57,7.18;
-23.40,-1.75,7.95;
-10.56,1.79,7.24;
4.48,8.48,5.65;
13.84,6.69,3.97;
14.48,2.85,5.01;
8.37,-1.87,9.24;
1.99,-0.94,14.43;
4.13,2.75,17.68;
11.03,3.15,15.05;
14.28,4.19,10.70;
14.87,2.78,9.94;
16.40,1.12,16.34;
11.74,0.74,31.36;
14.10,2.54,43.07;
20.86,4.13,44.38;
25.64,8.97,37.30;
16.08,12.31,32.81;
12.07,5.01,36.41;
-1.39,-1.99,48.12;
-7.43,-7.84,61.68;
1.35,-3.78,62.43;
14.51,4.02,49.15;
25.79,3.96,39.36;
28.51,4.60,45.33;
50.87,-1.84,61.15;
45.10,5.79,68.46;
37.41,2.27,64.60;
20.92,0.40,52.83;
-4.53,3.29,48.28;
9.07,8.42,49.18;
23.24,10.85,49.76;
24.52,5.99,53.95;
9.44,2.10,60.53;
-2.99,8.92,64.52;
0.61,11.26,56.26;
18.98,13.90,46.38;
36.61,12.20,43.13;
37.47,14.07,46.03;
11.84,19.44,52.83;
-16.00,18.42,59.97;
-32.16,14.31,63.18;
-21.75,2.43,66.79;
3.24,0.74,68.64;
26.54,7.27,61.92;
41.68,17.41,46.61;
51.84,9.81,33.95;
27.13,4.62,38.53;
14.90,6.33,53.34;
2.10,9.01,59.34;
12.90,15.46,55.45;
36.42,15.64,50.86;
36.61,15.18,40.92;
17.93,12.25,32.44;
-14.16,14.65,35.88;
-6.93,18.25,39.77;
24.87,18.80,37.42;
38.28,16.34,41.48;
18.49,15.20,47.04;
-5.84,15.00,40.34;
15.15,21.20,28.67;
25.62,26.17,23.62;
21.41,18.11,24.23;
-2.59,14.66,36.89;
-9.89,14.54,44.55;
0.87,17.46,36.69;
28.77,18.56,15.30;
31.38,23.81,2.28;
15.93,25.73,13.82;
4.11,22.04,25.42;
11.18,18.31,26.58;
18.14,17.99,23.05;
16.89,15.98,18.98;
12.51,17.55,13.45;
14.66,19.01,12.89;
18.03,17.41,15.18;
14.90,16.72,13.01;
0.49,17.55,13.65;
-9.22,17.53,12.47;
-5.61,14.75,11.18;
3.93,11.99,6.93;
11.81,10.31,7.95;
9.56,10.13,12.95;
6.89,9.59,13.28;
-2.50,5.14,7.34;
-4.87,-0.02,-4.53;
-13.22,-3.19,-8.40;
-10.09,-6.21,-4.37;
1.07,-0.28,5.36;
9.85,-1.17,1.57;
16.25,-3.11,-14.82;
11.68,-4.94,-20.44;
-3.39,-3.02,-11.39;
-13.83,-1.17,-0.41;
-12.64,-2.10,-2.96;
-2.00,-5.63,-17.66;
-0.35,-7.48,-24.41;
-6.77,-7.34,-19.74;
-11.86,-6.96,-12.58;
-4.79,-9.02,-12.81;
2.20,-10.39,-16.41;
-5.74,-11.87,-20.61;
-19.40,-9.86,-19.63;
-21.55,-10.68,-18.55;
-10.15,-11.86,-21.83;
9.65,-10.30,-27.27;
13.33,-10.71,-30.24;
9.64,-9.99,-26.32;
-5.46,-12.65,-20.81;
-15.89,-15.67,-21.42;
-16.97,-19.72,-28.81;
-3.69,-15.52,-40.49;
7.01,-10.97,-37.98;
2.84,-10.30,-31.53;
-5.63,-10.91,-32.43;
-14.50,-10.13,-37.63;
-18.22,-8.94,-38.44;
-19.11,-11.00,-39.59;
-13.49,-13.15,-44.37;
-5.51,-11.38,-47.30;
5.56,-8.18,-50.98;
-1.71,-12.77,-53.36;
-13.58,-13.55,-49.43;
-28.06,-13.09,-41.45;
-37.32,-11.25,-43.22;
-29.84,-14.02,-56.23;
-16.18,-13.26,-64.26;
-18.96,-11.98,-60.00;
-25.66,-12.86,-46.58;
-33.55,-16.86,-43.10;
-31.34,-17.55,-51.17;
-21.58,-19.57,-60.59;
-11.95,-18.16,-58.76;
1.10,-12.85,-50.59;
-1.19,-12.67,-51.08;
-6.85,-8.71,-67.11;
-11.54,-12.99,-77.50;
-27.71,-14.09,-70.70;
-22.90,-11.19,-54.72;
-17.97,-16.19,-44.38;
-21.23,-14.76,-44.73;
-12.87,-13.86,-57.82;
-24.64,-8.96,-69.95;
-45.00,-5.93,-68.73;
-58.22,-5.02,-51.48;
-38.70,-12.27,-33.85;
-21.43,-12.25,-31.42;
-11.00,-14.44,-41.39;
-11.06,-11.06,-51.31;
-12.00,-7.02,-45.25;
-22.06,-1.40,-36.08;
-20.51,-10.28,-31.89;
-18.73,-8.53,-38.40;
-11.42,-11.70,-41.31;
-14.87,-9.29,-37.80;
-6.85,-12.76,-31.25;
-12.38,-11.78,-23.51;
-6.35,-12.97,-28.55;
5.64,-11.67,-46.06;
-1.89,-15.64,-52.03;
1.94,-13.48,-43.91;
-4.19,-10.18,-30.66;
-10.18,-14.47,-21.53;
-16.50,-13.57,-25.14;
-21.22,-11.81,-36.17;
-5.02,-5.25,-38.12;
20.07,-3.00,-30.92;
24.87,-5.44,-23.77;
21.67,-13.15,-14.63;
18.36,-12.73,-11.80;
19.58,-11.48,-16.23;
20.97,-6.36,-18.38;
29.47,-5.29,-15.74;
14.97,-6.99,-9.36;
1.13,-14.07,-7.17;
1.26,-6.38,-6.90;
-10.21,-1.20,-6.96;
-19.95,5.98,-2.95;
-6.04,5.50,7.73;
7.45,0.86,7.80;
8.14,-1.83,0.21;
-0.27,-2.85,-6.14;
-14.19,2.85,1.42;
-12.68,6.05,8.46;
-3.14,3.88,12.29;
-2.41,0.31,7.24;
-9.43,-1.00,-1.17;
-15.28,1.55,-4.09;
-17.89,-0.80,-2.29;
-12.77,-3.09,2.78;
-2.30,-4.97,5.74;
9.73,-3.38,4.96;
17.56,0.37,1.13;
15.35,2.69,-0.82;
4.98,4.33,1.56;
-3.42,6.59,4.37;
-8.21,1.61,6.05;
-15.60,2.83,6.73;
-12.21,1.46,7.08;
-1.84,0.71,8.12;
9.50,-1.02,10.66;
18.45,1.99,12.83;
28.00,0.86,11.05;
27.44,0.94,10.32;
18.94,5.53,14.64;
19.59,7.75,23.30;
11.96,8.30,30.70;
4.17,2.60,31.08;
0.02,0.46,28.64;
2.16,-1.66,27.70;
12.46,1.44,29.27;
36.32,1.09,31.21;
46.43,2.25,32.38;
41.84,-2.77,33.91;
36.28,-4.16,36.92;
35.90,-1.80,36.64;
32.60,0.22,33.85;
19.79,-3.25,33.22;
3.71,-4.10,40.78;
5.07,-3.73,45.57;
2.08,3.44,46.64;
2.90,5.29,46.44;
8.31,5.24,40.06;
23.99,1.99,36.96;
36.14,2.94,43.57;
35.50,2.60,52.43;
23.03,8.94,56.21;
15.58,4.92,51.41;
14.66,5.41,36.08;
30.00,-1.20,32.09;
24.92,-3.08,40.09;
20.94,-0.36,53.15;
9.96,7.96,62.87;
12.34,6.05,58.21;
16.39,6.33,47.41;
10.29,4.94,48.90;
21.36,4.89,56.53;
10.71,10.56,58.50;
-7.57,9.94,57.28;
11.53,10.75,53.42;
30.03,8.08,53.83;
27.97,5.09,55.66;
26.46,7.65,48.61;
27.53,14.54,43.76;
28.10,19.44,41.39;
9.64,17.15,43.62;
-13.98,15.30,51.04;
-14.44,10.98,62.14;
-8.97,11.81,58.43;
12.22,17.21,34.34;
36.10,20.69,15.01;
46.13,19.99,23.04;
25.45,19.07,49.28;
-10.22,12.74,58.00;
-16.33,15.12,44.11;
8.05,21.43,29.45;
20.55,26.11,24.58;
1.21,19.07,34.38;
-15.19,9.87,38.24;
2.71,8.78,31.62;
31.50,17.17,26.23;
44.26,23.41,16.14;
21.06,22.86,13.07;
-2.13,20.86,17.21;
-17.39,15.99,24.57;
-1.52,12.57,31.22;
10.23,12.40,32.78;
14.63,13.14,24.64;
26.89,15.59,11.45;
38.11,14.92,0.78;
25.47,15.69,0.69;
-14.99,11.62,12.12;
-28.76,10.36,19.16;
-14.10,10.80,17.88;
13.24,14.60,7.80;
22.57,18.30,-0.70;
7.59,13.26,2.73;
-9.46,5.40,11.15;
-8.09,5.12,15.02;
-2.06,7.46,7.19;
2.63,6.69,-6.79;
-0.24,3.27,-13.37;
-7.90,2.78,-4.37;
-10.36,2.89,3.18;
-4.41,3.27,5.45;
2.84,2.56,-0.56;
5.45,-0.80,-8.00;
0.78,2.48,-9.50;
-6.65,3.14,-5.24;
-6.68,0.71,-8.05;
-5.29,-0.41,-12.18;
-8.67,3.35,-13.97;
-7.74,5.00,-11.28;
-9.87,1.53,-9.42;
-15.26,-1.49,-12.56;
-12.76,-1.73,-14.17;
-6.33,1.73,-18.41;
7.26,4.75,-23.04;
5.06,5.00,-25.66;
-11.29,2.54,-21.74;
-24.19,-2.44,-23.88;
-25.78,-0.85,-28.61;
-12.55,0.16,-27.59;
2.17,-0.74,-31.83;
-0.88,0.72,-32.72;
-15.66,-3.51,-29.04;
-28.76,-10.19,-33.37;
-19.37,-12.07,-41.50;
-7.05,-8.76,-37.25;
2.75,-5.93,-32.92;
3.90,-2.36,-34.55;
-8.82,-6.64,-43.16;
-24.19,-10.27,-48.56;
-31.35,-16.76,-43.92;
-16.29,-13.00,-35.22;
-3.19,-7.05,-26.18;
5.91,-7.93,-36.27;
9.36,-6.74,-58.41;
-7.16,-10.42,-63.79;
-15.66,-6.96,-51.72;
-33.57,-7.28,-35.43;
-31.52,-9.15,-36.15;
-16.19,-7.48,-47.50;
-12.68,-11.77,-59.95;
-9.98,-10.96,-62.09;
-19.11,-8.21,-47.37;
-23.92,-7.44,-41.94;
-19.97,-8.50,-50.12;
-22.53,-8.50,-55.97;
-40.12,-9.93,-55.77;
-37.78,-15.95,-52.93;
-18.01,-12.04,-43.24;
1.87,-11.77,-44.93;
10.55,-7.48,-59.31;
8.05,-8.77,-61.25;
-26.62,-9.37,-52.00;
-46.58,-11.05,-37.85;
-50.42,-11.63,-30.05;
-43.14,-12.36,-38.98;
-19.46,-11.66,-48.03;
-15.84,-8.64,-56.20;
-21.35,-14.38,-49.68;
-26.07,-15.80,-36.87;
-13.29,-18.50,-25.02;
0.87,-14.70,-26.69;
12.74,-7.29,-39.48;
9.26,-7.31,-43.05;
-3.78,-9.60,-32.09;
-27.34,-12.86,-19.24;
-27.68,-15.52,-17.83;
-8.82,-13.02,-34.35;
20.49,-10.36,-45.74;
21.61,-10.30,-43.66;
8.48,-13.20,-27.97;
-1.83,-11.03,-16.40;
-14.10,-14.96,-22.14;
-22.88,-14.47,-29.95;
-25.26,-12.16,-31.79;
-7.35,-6.77,-32.18;
13.82,-9.84,-27.40;
18.10,-11.55,-24.61;
24.02,-11.43,-26.56;
19.59,-14.47,-28.52;
3.33,-12.09,-28.73;
-3.83,-11.77,-24.30;
-0.26,-12.30,-22.35;
-0.93,-14.97,-26.90;
1.87,-16.94,-25.62;
-0.30,-11.93,-13.94;
-6.41,-5.19,-10.81;
15.33,-10.28,-10.03;
18.57,-13.93,-12.23;
21.15,-10.79,-13.98;
10.23,-5.60,-9.76;
-7.92,0.25,-1.76;
-14.12,1.43,2.08;
-11.43,0.33,-2.38;
1.13,3.00,-4.92;
-4.82,2.17,-3.71;
-6.07,-3.61,0.64;
5.56,-9.49,-0.73;
14.81,-7.54,-5.37;
17.16,-2.50,-3.11;
8.03,3.72,1.57;
-3.28,2.63,3.94;
-14.68,0.23,3.62;
-22.48,-0.73,4.00;
-21.60,3.06,4.21;
-14.88,6.23,4.26;
-1.98,3.59,3.94;
7.52,-0.30,4.66;
9.20,0.77,1.45;
11.62,5.75,0.66;
2.07,4.72,1.76;
-10.39,2.28,3.27;
-12.10,-1.57,4.21;
-3.13,-1.66,3.91;
9.84,1.44,1.50;
15.81,2.17,-0.27;
13.93,2.20,2.02;
13.88,1.67,6.35;
13.06,3.55,6.98;
10.63,4.74,7.44;
2.10,5.98,9.53;
-5.20,4.91,11.39;
-7.46,0.54,13.19;
-5.14,0.66,14.69;
12.11,3.55,17.07;
37.15,3.93,16.41;
49.10,1.43,11.48;
47.04,-6.68,11.89;
34.86,-5.31,19.83;
35.23,-3.69,25.74;
35.42,-0.93,26.92;
34.80,-1.92,24.58;
30.26,-3.55,22.93;
28.17,-6.25,25.33;
25.68,-1.96,36.34;
30.89,-3.00,40.84;
36.14,-3.23,42.72;
41.10,-2.59,37.88;
36.57,-7.75,28.55;
32.17,-4.42,21.89;
43.07,0.74,22.55;
53.81,-7.03,26.11;
42.75,-10.41,29.28;
26.74,-12.24,30.50;
15.30,-8.99,33.65;
9.90,-2.65,37.53;
14.20,-3.99,41.76;
10.17,-1.15,43.04;
1.71,-0.18,41.10;
-8.10,0.60,35.59;
-2.68,3.21,39.92;
14.14,4.25,51.79;
27.82,0.22,59.18;
33.99,2.94,56.29;
19.73,5.36,36.09;
8.11,7.03,23.16;
15.53,12.16,30.41;
4.94,7.79,50.87;
-14.22,2.75,60.57;
-23.77,6.28,56.23;
0.31,7.62,38.32;
41.90,9.58,27.05;
50.23,7.07,32.61;
28.28,1.81,44.96;
8.03,10.13,50.89;
-3.05,14.02,49.89;
-0.44,18.54,35.07;
7.64,22.68,24.61;
-2.30,18.68,27.80;
-9.86,15.04,38.47;
-10.19,20.11,54.87;
-4.79,13.12,54.50;
-11.84,7.94,35.48;
-2.26,10.11,26.57;
19.12,18.42,22.14;
31.97,22.85,20.12;
29.03,16.39,19.39;
6.20,11.50,35.74;
0.29,10.69,52.66;
-10.91,13.01,58.87;
-5.03,17.21,39.22;
16.37,21.50,8.21;
35.62,21.76,1.48;
18.23,20.13,21.16;
-16.67,13.55,47.30;
-23.64,10.37,50.29;
3.18,19.03,35.28;
22.75,28.30,23.10;
16.13,26.66,13.76;
-7.20,15.98,13.85;
-7.17,10.01,27.59;
11.52,14.81,35.02;
27.18,23.18,27.16;
18.78,22.33,13.62;
-1.26,14.72,13.30;
-12.39,11.06,18.89;
-12.21,7.93,31.79;
12.42,9.43,31.42;
37.35,14.54,19.80;
36.80,16.11,11.56;
6.51,9.14,15.42;
-15.78,2.66,21.34;
-5.17,-0.83,23.41;
22.46,3.87,20.50;
37.12,10.69,17.59;
26.97,12.19,15.19;
9.23,7.94,12.03;
-1.98,5.93,12.09;
-4.85,3.56,14.21;
4.83,7.07,16.92;
19.44,8.20,11.99;
28.58,7.44,3.13;
23.87,5.91,-3.56;
5.26,5.35,2.64;
-6.19,4.68,12.41;
-5.81,0.66,9.24;
4.13,1.29,-3.98;
9.85,3.64,-8.09;
7.16,3.56,-7.24;
3.29,2.59,-3.10;
1.42,-1.05,-2.52;
-0.26,-0.54,-5.47;
-1.52,0.98,-8.47;
-4.01,3.84,-10.06;
-4.94,2.28,-9.05;
-9.84,0.57,-9.68;
-12.39,-0.47,-11.76;
-6.79,-2.56,-13.08;
2.14,-0.59,-15.76;
10.23,1.64,-15.42;
3.26,0.45,-18.90;
-10.21,-0.28,-22.90;
-21.77,-1.87,-20.73;
-25.34,-1.38,-14.75;
-17.80,-0.73,-10.67;
-8.45,-3.55,-14.41;
6.20,-6.21,-23.59;
6.84,-8.18,-24.93;
2.60,-9.64,-21.02;
-1.39,-9.31,-21.97;
-1.86,-7.90,-26.46;
0.00,-7.64,-27.17;
-9.54,-11.37,-24.41;
-19.83,-10.02,-25.25;
-17.31,-5.44,-24.61;
0.95,-4.96,-31.47;
17.29,-1.29,-38.05;
6.45,-3.78,-34.92;
-6.80,-7.63,-32.61;
-9.68,-7.54,-34.26;
-9.81,-5.84,-30.79;
-6.56,-5.29,-34.82;
-9.10,-5.40,-41.60;
-16.45,-8.31,-40.06;
-19.52,-8.91,-37.66;
-18.33,-6.64,-36.01;
-7.98,-3.75,-39.08;
-3.51,-4.85,-45.85;
-1.39,-5.38,-48.24;
-8.91,-2.02,-43.27;
-24.44,-6.12,-37.22;
-28.97,-8.80,-40.34;
-24.55,-7.75,-48.61;
-15.40,-4.62,-54.26;
-9.57,-9.75,-51.47;
-13.69,-12.06,-43.56;
-18.82,-12.24,-38.30;
-27.29,-9.22,-40.93;
-33.66,-8.89,-47.71;
-29.31,-9.51,-53.08;
-25.08,-10.41,-50.11;
-23.60,-15.08,-45.63;
-19.80,-13.28,-40.12;
-2.39,-9.95,-33.50;
4.84,-8.02,-35.40;
9.56,-4.67,-51.50;
0.45,-2.12,-64.43;
-20.65,-7.12,-58.23;
-42.29,-12.68,-38.32;
-31.66,-10.60,-23.91;
-19.63,-9.92,-25.71;
-17.49,-9.75,-42.61;
-14.91,-6.35,-60.12;
-18.50,-6.83,-53.79;
-35.63,-13.02,-41.10;
-36.47,-12.47,-28.52;
-14.88,-10.21,-24.79;
-6.19,-14.38,-34.93;
5.67,-9.22,-45.07;
-3.39,-3.64,-44.82;
-10.50,-6.28,-34.40;
-28.01,-11.46,-26.99;
-44.76,-14.28,-27.34;
-36.94,-16.77,-34.17;
-27.60,-11.14,-36.23;
-10.22,-4.53,-29.17;
11.16,-7.95,-25.66;
21.49,-12.24,-22.50;
3.61,-23.64,-35.85;
-6.19,-23.99,-44.92;
-10.06,-18.24,-41.89;
-7.66,-18.47,-34.18;
-17.28,-24.04,-23.45;
-19.80,-24.97,-24.43;
-19.48,-21.34,-32.17;
-2.51,-12.47,-29.95;
5.41,-0.47,-19.76;
9.93,0.56,-10.15;
10.95,-1.34,-3.91;
-7.54,-1.75,-12.64;
-5.37,-7.81,-17.47;
-4.80,-8.18,-13.94;
1.58,-14.24,-8.21;
8.81,-15.11,-4.96;
14.84,-7.14,-6.21;
20.78,7.26,-4.05;
7.09,14.34,1.21;
-4.50,13.18,3.88;
-15.83,2.16,4.69;
-14.53,-7.12,1.59;
