-12.59,-7.64,-2.30;
-7.81,-4.31,-4.90;
7.97,0.40,-0.37;
22.74,1.18,3.59;
19.38,2.07,1.86;
6.94,5.17,-1.54;
-10.27,1.79,-2.14;
-18.16,-0.57,-0.64;
-11.26,-8.44,-0.59;
-6.80,-7.83,0.60;
-1.61,0.39,4.52;
1.07,4.89,5.24;
6.39,6.88,2.60;
5.56,6.71,-1.74;
-6.21,2.28,-1.66;
-22.47,-0.99,2.99;
-19.69,-1.92,5.63;
-1.34,-0.16,-1.92;
19.84,-2.70,-7.39;
23.36,0.37,-2.50;
17.67,4.20,3.59;
11.85,4.48,4.26;
3.21,2.19,0.81;
-11.48,2.57,0.31;
-21.57,3.30,4.15;
-24.30,2.97,8.89;
-14.53,1.38,7.85;
-3.71,-1.51,1.02;
3.30,1.04,-1.83;
7.99,4.97,2.23;
9.18,5.70,5.01;
11.26,1.06,5.83;
12.66,0.31,4.17;
17.71,-2.89,-3.79;
22.32,-5.64,-6.30;
14.49,-5.44,-4.01;
10.69,-3.06,4.09;
10.48,0.59,10.63;
8.90,5.11,10.43;
10.43,4.75,5.62;
7.85,4.83,3.22;
4.37,1.70,5.56;
4.31,0.04,11.79;
11.21,-1.83,14.32;
14.84,-3.25,12.18;
27.01,-6.22,11.94;
44.31,-3.31,14.44;
70.75,-0.48,15.18;
97.00,1.32,15.53;
90.84,-0.80,12.17;
70.46,-10.19,14.60;
42.26,-7.57,26.46;
33.33,-11.51,39.37;
31.03,-7.69,39.44;
38.26,-5.38,27.27;
43.93,-4.30,11.02;
38.28,-5.89,9.85;
28.28,-3.32,28.75;
25.71,-4.18,43.34;
19.99,-1.32,40.70;
21.36,0.30,29.86;
18.36,1.49,28.00;
15.59,2.17,38.14;
16.69,2.08,50.81;
13.64,3.61,47.42;
14.98,7.36,30.98;
15.88,13.29,23.66;
7.84,13.50,32.32;
2.40,9.62,49.39;
-5.69,6.75,54.79;
-7.02,8.05,41.42;
9.10,9.23,30.83;
19.13,10.07,33.41;
17.29,6.30,47.31;
9.52,2.46,60.86;
-6.87,6.86,57.79;
12.46,10.48,41.71;
36.68,17.00,44.67;
39.78,12.71,50.98;
9.09,10.04,54.20;
-14.94,9.38,51.04;
-1.68,19.43,48.67;
13.53,23.33,38.84;
13.56,17.69,32.60;
10.92,17.64,35.94;
14.89,13.32,45.28;
7.35,16.92,49.33;
1.97,16.07,51.37;
-12.38,14.91,45.44;
-10.96,16.19,38.86;
0.66,22.37,35.53;
6.20,19.81,26.89;
9.74,17.40,28.11;
6.02,16.59,37.36;
-2.15,19.01,47.33;
-1.32,18.04,45.10;
7.39,18.95,32.38;
13.62,18.39,24.44;
11.99,16.52,25.02;
9.29,14.31,29.01;
2.66,19.46,32.79;
-4.45,21.93,33.21;
-2.35,18.74,25.07;
0.97,13.93,23.36;
3.20,14.05,32.12;
3.67,14.23,40.38;
18.54,14.34,31.44;
28.74,16.39,20.12;
20.13,16.40,16.09;
-6.26,12.30,18.72;
-15.51,6.63,28.21;
-2.70,2.20,35.24;
13.96,1.98,34.61;
21.09,4.46,20.37;
23.49,6.81,9.45;
23.79,5.72,10.87;
16.52,3.35,14.69;
0.75,5.15,20.31;
0.36,5.72,16.17;
13.45,8.92,4.70;
18.98,7.85,2.21;
14.16,5.32,9.05;
4.71,0.69,14.87;
4.25,1.90,14.57;
5.24,2.45,7.10;
8.03,1.85,-9.80;
5.61,1.72,-13.34;
0.51,1.26,-1.97;
-2.58,2.78,9.77;
-1.72,1.43,6.09;
-1.32,-0.93,-4.75;
0.51,0.78,-14.43;
-2.21,0.91,-14.67;
-6.32,-0.51,-12.59;
-1.45,-0.39,-9.01;
0.45,1.12,-10.72;
-2.04,0.97,-17.62;
-7.16,3.11,-19.16;
-12.77,0.80,-11.79;
-15.16,2.25,-10.96;
-16.10,1.18,-16.01;
-12.09,-1.81,-22.26;
-4.45,-3.93,-23.83;
-5.14,-2.89,-15.85;
-7.32,-5.81,-9.48;
-11.05,-4.10,-19.28;
-8.53,-2.41,-28.26;
-12.96,-1.72,-35.77;
-18.35,-1.61,-31.60;
-20.21,-1.69,-19.82;
-22.18,-1.57,-16.30;
-12.79,-1.05,-28.17;
-1.74,-0.57,-43.22;
-2.21,-0.62,-46.58;
-15.64,-5.75,-40.35;
-19.74,-8.39,-30.03;
-18.27,-7.81,-28.61;
-15.61,-6.97,-34.15;
-19.17,-6.30,-44.88;
-27.05,-3.02,-49.05;
-29.54,-1.17,-46.59;
-23.72,-1.31,-44.38;
-17.69,0.33,-41.76;
-19.16,-0.99,-41.62;
-24.41,-3.29,-42.20;
-28.93,-4.88,-43.13;
-31.05,-8.30,-46.06;
-24.64,-6.53,-51.02;
-16.65,-4.22,-55.97;
-19.39,-6.50,-60.15;
-11.54,-6.51,-59.60;
-12.07,-7.77,-54.03;
-10.96,-7.48,-52.12;
-7.86,-6.45,-52.06;
-15.98,-7.03,-54.17;
-30.88,-9.25,-55.39;
-44.99,-13.19,-50.47;
-43.86,-14.54,-47.45;
-35.40,-10.59,-47.10;
-24.65,-11.87,-52.95;
-18.84,-9.55,-58.92;
-21.14,-11.67,-61.76;
-26.74,-11.32,-60.50;
-16.26,-16.04,-50.53;
-16.32,-16.54,-41.86;
-9.22,-18.18,-45.16;
-5.57,-11.60,-52.12;
-7.98,-8.59,-54.08;
-20.16,-11.78,-52.11;
-37.13,-17.51,-39.69;
-44.32,-18.27,-33.19;
-23.13,-24.65,-36.11;
-2.30,-24.54,-41.50;
6.31,-24.71,-45.01;
4.84,-19.41,-40.37;
-7.90,-12.57,-27.53;
-14.26,-9.41,-18.23;
-24.80,-6.51,-17.74;
-26.32,-4.89,-21.14;
-20.50,-5.08,-18.14;
-19.68,-6.33,-20.15;
10.49,-10.42,-24.87;
17.53,-14.50,-28.06;
15.97,-16.39,-27.36;
3.67,-11.63,-18.47;
-15.25,-13.31,-17.98;
-11.57,-14.07,-20.20;
9.93,-15.84,-32.21;
22.20,-18.06,-35.05;
15.85,-17.05,-21.14;
3.70,-8.12,-4.11;
-2.41,0.01,-1.01;
-11.35,5.55,-1.94;
-19.29,8.40,-0.14;
-29.05,0.72,3.57;
-34.16,-7.15,1.08;
-29.31,-7.37,-1.80;
-13.71,0.11,-0.59;
5.03,3.84,6.43;
16.89,3.72,10.46;
9.96,-0.25,6.84;
-3.51,-4.22,-1.85;
-3.52,-2.27,-7.51;
-0.55,-0.01,-5.11;
0.05,-0.51,4.53;
4.23,-0.45,11.65;
3.10,0.16,7.07;
5.65,1.36,-2.34;
2.71,3.32,-4.43;
-7.90,3.06,-0.53;
-16.48,2.83,7.12;
-13.86,0.45,9.08;
-4.19,-1.40,3.41;
0.40,-0.97,-3.45;
-3.54,2.86,-2.21;
-4.97,1.14,2.50;
-3.60,0.37,2.92;
3.27,-2.41,0.70;
5.36,-1.67,-2.01;
4.60,-2.57,-0.50;
-4.67,-0.64,3.74;
-2.77,-0.22,3.91;
6.08,1.91,1.63;
11.27,2.02,2.31;
8.84,4.85,5.86;
9.81,3.14,6.37;
10.63,1.58,3.79;
14.84,-0.31,0.53;
15.52,-0.38,3.07;
8.51,-1.09,6.60;
3.52,-2.21,8.69;
7.01,-0.53,6.26;
17.03,-1.12,3.27;
26.42,-1.23,3.53;
28.80,-0.45,7.51;
31.18,0.40,11.24;
28.55,1.72,12.44;
22.43,4.39,11.82;
19.84,2.63,10.75;
20.54,2.68,13.88;
26.10,5.29,19.62;
43.42,2.43,22.35;
49.45,1.52,21.19;
47.09,0.63,20.63;
38.14,1.53,25.79;
31.42,5.81,33.71;
34.11,0.68,35.54;
28.61,3.03,32.72;
27.70,3.96,29.92;
23.41,3.94,28.28;
22.84,6.17,33.66;
22.13,7.26,43.63;
24.34,7.14,45.31;
21.39,7.44,37.63;
28.97,4.85,30.47;
37.36,3.65,38.72;
31.45,0.86,51.31;
24.19,3.64,59.95;
21.26,5.12,52.06;
18.34,11.01,37.16;
19.76,11.98,27.73;
19.45,8.25,34.46;
7.18,5.62,47.83;
0.19,2.49,58.89;
2.90,7.88,62.52;
19.44,8.80,51.62;
29.79,12.91,38.28;
28.98,2.30,32.83;
18.90,1.61,45.85;
16.00,3.36,57.66;
7.68,7.84,61.21;
15.59,7.65,55.53;
21.15,7.88,48.03;
22.20,2.80,46.89;
17.26,8.04,47.44;
13.38,12.23,40.89;
2.90,20.83,38.29;
-2.73,20.92,35.01;
0.42,19.14,41.76;
11.42,12.17,52.29;
6.49,13.18,55.25;
3.00,13.46,42.96;
9.07,15.00,34.58;
15.71,13.50,33.80;
12.28,8.20,35.37;
14.17,3.65,45.59;
21.97,2.30,50.17;
33.47,9.70,44.60;
37.49,16.07,37.82;
23.35,14.27,38.67;
-1.52,9.91,42.49;
-10.74,2.74,45.54;
-6.12,3.23,47.21;
15.64,8.52,41.74;
39.09,12.68,32.28;
34.89,10.42,29.24;
16.77,6.60,33.15;
-0.62,5.64,42.02;
2.77,6.05,43.34;
14.22,8.91,39.62;
17.33,8.57,29.85;
12.08,10.02,26.47;
7.23,9.55,27.08;
6.49,5.59,27.89;
6.39,2.68,23.07;
9.56,2.97,20.63;
18.46,5.76,20.03;
29.50,8.05,14.96;
21.18,7.00,9.62;
11.61,8.01,6.81;
-0.19,6.57,8.26;
-3.48,6.63,12.28;
-0.41,6.89,12.41;
4.94,4.86,5.10;
13.76,4.17,-1.54;
12.89,5.69,-0.49;
5.91,4.92,3.57;
-3.63,1.33,3.33;
-0.87,-0.21,-1.89;
1.18,-0.16,-1.86;
3.64,3.47,-1.69;
3.81,6.51,-1.17;
-0.87,5.64,-4.37;
-3.06,1.35,-8.32;
-4.74,0.01,-5.33;
-12.45,1.46,2.58;
-8.74,2.59,3.47;
7.61,4.92,-8.26;
8.60,5.36,-18.41;
2.65,1.00,-19.31;
-10.16,2.07,-11.89;
-15.39,-3.08,-3.13;
-3.34,-1.99,-8.17;
14.87,2.05,-17.42;
11.78,0.56,-20.72;
-7.63,-0.18,-15.42;
-23.69,-3.57,-8.96;
-18.67,-2.59,-12.88;
-1.13,-2.65,-21.59;
13.09,-1.96,-26.55;
8.19,-0.99,-21.94;
-4.45,0.85,-11.22;
-14.94,-3.66,-14.23;
-9.98,-7.51,-28.18;
-5.89,-4.18,-26.17;
-6.88,-2.41,-15.94;
-8.01,-3.48,-15.39;
-10.18,-4.60,-24.84;
-5.32,-6.71,-35.91;
-0.41,-5.78,-35.57;
-8.58,-7.12,-24.41;
-9.48,-3.89,-12.98;
-10.64,-3.96,-17.05;
-7.28,-4.33,-35.42;
-6.33,-8.93,-44.11;
-4.29,-11.93,-36.64;
-2.07,-11.17,-18.30;
1.71,-8.71,-14.08;
3.42,-6.51,-29.21;
-1.42,-7.40,-38.73;
-14.71,-9.23,-38.87;
-23.35,-9.87,-28.29;
-19.54,-8.86,-23.57;
-6.55,-7.77,-27.57;
9.56,-5.99,-34.44;
-2.22,-5.60,-38.38;
-20.00,-5.32,-34.26;
-30.62,-7.96,-28.37;
-29.34,-8.70,-30.03;
-24.19,-5.69,-33.37;
-17.32,-2.62,-36.92;
-12.59,-3.29,-39.79;
-10.65,-2.68,-39.50;
-15.95,-7.34,-32.82;
-16.74,-9.93,-28.37;
-9.32,-7.98,-33.34;
-0.73,-6.85,-42.00;
0.05,-2.13,-48.59;
-8.76,-6.39,-47.13;
-22.77,-9.11,-43.68;
-30.91,-5.77,-37.21;
-36.45,-3.87,-32.69;
-38.73,-1.95,-34.66;
-36.97,-2.44,-42.40;
-43.77,-8.28,-49.30;
-37.58,-7.81,-46.05;
-27.86,-1.95,-31.22;
-19.89,-4.06,-21.42;
-12.64,-4.07,-32.40;
-17.31,-3.63,-45.27;
-30.32,-10.16,-48.17;
-39.32,-5.70,-41.57;
-24.96,-3.54,-32.55;
-16.41,-6.36,-29.02;
-5.55,-9.14,-33.97;
-7.55,-9.66,-40.09;
-22.09,-10.21,-41.63;
-38.03,-9.25,-37.05;
-34.56,-8.93,-31.07;
-17.31,-5.86,-29.71;
7.71,-8.15,-41.13;
29.84,-9.95,-50.63;
23.68,-14.91,-47.42;
-3.08,-13.66,-42.09;
-11.90,-14.35,-36.03;
-15.32,-10.48,-37.19;
-17.42,-17.19,-39.77;
-24.16,-26.07,-40.37;
-25.06,-21.92,-34.26;
-19.87,-14.41,-27.14;
-14.96,-8.01,-20.78;
-15.72,-8.86,-18.67;
-16.18,-10.97,-20.87;
-7.72,-11.19,-22.37;
-3.49,-6.85,-25.07;
10.92,-7.66,-25.28;
17.42,-6.65,-28.93;
21.00,-14.47,-34.92;
19.15,-16.21,-32.73;
15.32,-10.82,-24.46;
5.03,-6.79,-16.55;
3.50,-12.67,-14.69;
4.10,-14.47,-14.92;
2.66,-6.79,-17.33;
2.87,5.94,-10.85;
9.73,11.99,-4.37;
12.07,7.64,1.10;
-1.46,-4.86,-1.69;
-12.18,-4.51,-4.92;
-16.88,-0.88,-4.64;
-19.84,2.98,-1.02;
-10.84,0.52,0.72;
4.66,-2.44,0.99;
8.95,-3.35,-1.50;
4.25,-1.84,-0.29;
-1.29,1.91,1.39;
-1.98,3.82,2.00;
-4.06,0.42,-0.41;
-7.64,0.25,0.49;
-16.29,-0.83,4.41;
-15.57,1.01,7.33;
-3.54,-0.02,5.57;
5.29,-0.25,-1.62;
8.17,0.25,-5.01;
-0.06,-0.71,-1.07;
-8.88,-0.19,5.68;
-6.96,4.86,8.57;
2.31,5.94,3.10;
8.86,1.47,-1.07;
3.88,-3.05,-3.02;
2.28,-4.21,0.12;
3.35,-1.22,3.42;
1.30,-0.99,2.67;
4.83,-0.68,2.37;
8.66,-0.12,1.99;
10.80,-0.01,1.45;
10.16,1.65,3.99;
10.42,3.47,6.95;
12.80,3.38,7.56;
21.64,1.38,6.90;
26.25,-3.15,6.96;
24.26,-2.89,8.96;
26.08,-0.74,13.25;
39.21,-1.35,15.02;
54.29,-2.88,15.08;
63.16,-3.98,14.29;
55.56,-0.45,22.55;
51.29,-3.41,29.34;
56.40,-2.86,30.24;
67.71,-10.62,23.86;
64.22,-13.08,15.48;
58.68,-9.64,14.67;
47.00,-11.14,20.15;
35.70,-6.82,26.00;
33.52,-4.30,22.32;
26.92,-0.21,14.75;
16.75,-1.81,16.55;
1.88,-3.78,28.23;
-7.31,0.07,34.50;
-7.16,0.45,31.21;
1.71,0.63,23.12;
7.32,2.31,23.53;
12.19,0.01,31.50;
22.84,0.65,35.44;
33.13,4.20,30.46;
24.19,2.01,15.71;
5.65,4.78,10.32;
6.23,4.60,19.01;
2.10,-4.93,33.50;
0.13,-3.08,41.10;
0.52,6.25,33.62;
-5.89,10.59,24.72;
-11.48,11.69,19.92;
-12.61,11.32,27.37;
-7.26,5.55,40.63;
1.85,3.84,50.99;
13.55,5.94,47.92;
18.45,12.28,40.49;
19.06,12.92,37.33;
17.96,15.44,29.31;
11.27,14.46,27.48;
-4.91,14.74,31.13;
-18.73,15.01,36.09;
-22.99,15.27,46.17;
-15.16,13.12,47.24;
-1.43,12.40,33.25;
5.21,10.89,19.48;
6.84,9.88,22.08;
9.61,13.35,35.36;
11.33,11.26,45.86;
12.49,4.95,41.73;
16.40,3.15,39.94;
14.46,5.85,42.46;
6.92,9.67,41.33;
6.11,12.19,36.46;
8.20,14.11,28.02;
12.90,11.17,26.47;
8.58,13.27,37.71;
-0.82,10.92,47.86;
-11.11,9.70,41.54;
-10.32,7.32,26.90;
-6.68,12.05,18.81;
8.58,12.31,17.53;
25.56,8.62,21.05;
29.78,6.52,24.34;
18.69,6.54,27.60;
3.45,8.92,25.41;
-4.13,11.09,21.74;
-4.88,13.53,20.46;
1.53,9.93,19.71;
8.00,8.68,26.81;
5.62,10.62,30.89;
5.71,9.36,25.22;
15.87,11.70,22.17;
18.71,13.12,27.27;
6.54,9.12,30.63;
2.13,9.14,34.73;
6.25,8.49,36.92;
13.70,9.53,29.16;
8.63,11.27,20.26;
2.28,13.32,19.60;
-1.14,13.23,23.30;
4.98,11.06,26.92;
7.61,7.70,29.88;
1.42,3.82,27.91;
-3.52,5.56,25.01;
5.21,8.08,19.25;
17.20,9.15,11.16;
24.74,8.27,5.51;
14.36,10.69,13.34;
0.32,9.33,21.07;
-5.22,7.30,26.89;
6.49,7.14,24.41;
13.90,10.46,15.53;
15.44,9.79,8.03;
11.74,8.16,6.87;
3.13,7.87,15.53;
-1.14,6.63,20.72;
0.54,4.85,17.48;
7.15,5.70,9.95;
10.48,6.54,4.99;
11.64,9.07,7.39;
10.94,9.82,14.99;
5.15,6.02,15.47;
-1.40,5.17,9.24;
-1.66,5.04,8.46;
5.47,4.17,10.21;
10.19,3.99,10.95;
9.88,1.40,9.51;
2.22,-0.07,3.42;
-2.45,1.15,-1.53;
-1.61,4.80,-2.32;
2.14,6.85,-0.82;
4.28,3.64,0.95;
-2.97,-0.33,-0.23;
-3.78,0.10,3.22;
1.93,2.17,-0.52;
7.84,2.88,-8.73;
8.13,5.49,-13.79;
-2.00,3.29,-11.80;
-18.15,-1.72,-8.87;
-22.51,-2.07,-1.04;
-15.98,-1.49,3.41;
3.26,1.70,-4.20;
16.95,0.54,-21.88;
14.07,-2.74,-32.95;
2.03,-3.19,-25.04;
-12.24,-1.87,-10.26;
-16.44,-3.48,-3.11;
-12.50,-5.23,-15.54;
-5.87,-2.82,-30.30;
-3.64,1.21,-35.45;
-5.61,1.03,-31.07;
-5.89,-2.33,-26.34;
-2.00,-2.51,-25.95;
-3.26,-2.38,-27.63;
-2.04,-1.19,-31.68;
-7.83,-1.90,-32.75;
-14.87,-2.22,-32.90;
-20.68,-4.38,-36.15;
-16.44,-2.04,-34.38;
-12.64,-2.16,-31.11;
-10.80,-3.93,-32.32;
-4.32,-5.40,-34.41;
-1.13,-7.72,-37.98;
-2.70,-5.17,-37.39;
-7.37,-3.49,-39.11;
-9.54,-1.98,-42.69;
-15.57,-4.41,-42.72;
-22.51,-11.25,-39.80;
-20.58,-6.93,-35.43;
-15.63,-2.24,-32.75;
-8.99,-3.06,-44.26;
-8.24,-6.56,-55.48;
-6.85,-9.19,-56.96;
-15.17,-8.41,-47.42;
-12.94,-7.06,-43.47;
-9.63,-6.94,-48.18;
-10.67,-9.52,-54.55;
-20.62,-8.88,-53.97;
-32.76,-7.55,-47.27;
-33.37,-8.91,-44.32;
-27.08,-7.26,-48.73;
-24.10,-6.57,-54.70;
-30.62,-8.99,-58.17;
-33.02,-5.26,-55.28;
-34.04,-8.01,-51.85;
-31.22,-10.30,-49.31;
-21.14,-12.86,-56.49;
-16.10,-7.64,-64.32;
-15.03,-11.98,-63.01;
-28.71,-16.25,-54.00;
-27.58,-17.66,-48.37;
-22.73,-17.43,-49.48;
-23.86,-15.17,-48.17;
-38.27,-15.75,-43.48;
-45.71,-15.73,-36.52;
-43.74,-18.36,-36.67;
-31.19,-16.68,-41.37;
-17.81,-17.23,-43.76;
-5.48,-19.78,-43.76;
-11.23,-16.51,-38.72;
-14.91,-12.36,-33.76;
-13.74,-19.70,-36.18;
-26.48,-22.97,-40.00;
-33.71,-20.51,-37.45;
-39.49,-14.65,-30.30;
-35.72,-6.53,-20.27;
-21.43,-6.48,-20.43;
-11.32,-9.84,-27.07;
-4.51,-15.09,-32.18;
-5.63,-12.19,-25.25;
-4.55,-10.04,-13.65;
2.83,-5.60,-9.68;
13.85,-13.08,-18.98;
6.60,-17.57,-27.59;
-7.22,-16.24,-25.33;
-15.08,-10.30,-20.35;
-4.18,-13.49,-19.95;
2.78,-18.02,-21.34;
-1.13,-19.99,-26.18;
-8.27,-10.30,-19.51;
-11.98,0.40,-10.03;
-7.93,3.75,-5.37;
-7.48,-1.90,-5.60;
-11.72,-3.80,-6.37;
-16.68,-0.47,-4.09;
-17.40,5.65,2.64;
-12.01,1.07,4.20;
-6.58,-2.77,0.38;
-1.66,-6.85,-7.10;
0.68,-3.08,-4.27;
-0.61,3.21,2.67;
-1.55,3.90,7.05;
-6.00,2.71,8.81;
-8.73,0.20,4.46;
-7.14,1.32,0.23;
-2.36,4.43,-2.21;
-1.69,3.58,-1.47;
-1.97,0.04,4.00;
-2.68,-1.15,2.66;
5.67,3.15,-2.84;
10.46,8.02,-2.69;
6.97,7.01,1.34;
-2.03,2.85,6.03;
-11.34,-4.09,4.38;
-7.29,-6.70,1.95;
3.04,-2.59,-1.21;
8.92,3.12,-2.34;
13.10,2.40,0.63;
10.54,-0.16,5.22;
7.27,-3.40,3.41;
6.57,-4.51,-0.38;
8.40,-2.70,-1.94;
11.41,-1.29,-1.57;
15.44,0.75,2.49;
18.80,2.28,5.31;
21.36,4.77,7.36;
21.30,3.72,4.53;
19.87,2.92,2.79;
22.03,0.46,0.20;
34.02,0.14,0.38;
44.60,0.05,3.30;
51.04,2.34,5.83;
60.97,1.87,5.94;
60.68,-0.76,4.32;
56.45,2.69,7.94;
59.61,7.59,18.12;
64.08,10.89,23.92;
68.10,-1.55,19.48;
52.49,-5.37,17.19;
34.17,-7.48,17.42;
41.58,-8.77,16.92;
63.03,-10.04,12.29;
71.35,-7.52,1.36;
65.18,-10.06,-4.75;
44.72,-9.09,1.88;
17.64,-9.08,16.87;
4.83,-9.41,25.99;
4.60,-9.78,24.05;
1.61,-6.88,15.80;
1.93,0.05,15.13;
8.23,-3.12,20.87;
21.79,0.86,33.91;
46.40,1.79,44.70;
51.27,3.76,46.53;
37.76,5.72,35.16;
9.56,2.45,29.24;
-9.48,2.88,41.04;
-9.42,2.17,51.05;
0.84,0.05,50.98;
0.23,2.80,43.36;
-7.25,8.30,42.67;
0.39,14.05,50.84;
17.45,11.61,47.44;
26.25,9.59,31.24;
24.32,6.36,23.54;
12.60,8.14,38.67;
19.32,9.29,53.53;
12.65,4.75,54.99;
-6.15,4.10,46.18;
-14.93,12.92,40.90;
1.26,21.33,42.12;
15.81,26.80,39.77;
10.87,26.72,41.27;
-4.03,25.18,48.05;
-12.30,19.38,56.53;
-16.65,18.17,59.37;
-6.84,18.34,57.83;
6.83,24.95,54.84;
13.87,22.86,42.76;
9.45,19.73,29.86;
-3.49,14.89,30.37;
-11.02,14.33,44.00;
-4.27,11.70,54.55;
4.60,14.28,54.34;
16.17,14.89,43.66;
24.26,18.04,32.43;
19.42,19.93,26.35;
12.36,20.59,27.41;
5.61,19.35,35.89;
9.59,18.48,43.68;
8.95,20.52,46.12;
7.67,21.23,46.66;
1.18,20.89,45.24;
-6.97,14.88,43.18;
-6.27,11.62,35.34;
15.55,14.30,35.27;
28.65,13.20,35.30;
31.32,16.72,34.86;
16.55,11.20,33.54;
1.44,8.54,33.37;
-4.70,12.37,35.56;
-7.17,11.12,32.87;
0.58,10.46,20.58;
9.24,11.01,15.37;
21.24,11.69,17.36;
19.71,13.70,19.18;
18.11,12.17,20.55;
9.49,10.40,17.51;
7.78,7.85,13.73;
4.42,11.58,14.75;
1.61,10.19,18.09;
-2.84,7.18,16.41;
6.31,6.57,10.98;
12.51,6.36,7.97;
15.39,4.34,3.79;
13.96,5.01,3.62;
16.58,6.23,9.73;
19.56,2.16,13.13;
15.96,1.36,7.85;
3.00,2.37,4.89;
-5.37,4.81,3.37;
-0.47,4.34,1.70;
9.50,2.63,2.14;
11.73,0.40,4.32;
5.79,-0.33,6.55;
6.45,1.78,7.31;
13.15,1.82,0.53;
15.58,0.95,-6.73;
9.36,-2.33,-10.79;
-0.39,-3.80,-5.10;
3.32,0.39,2.53;
8.80,3.72,5.16;
11.09,4.01,-5.95;
5.03,4.27,-14.55;
-12.99,2.66,-11.36;
-17.05,5.11,-1.50;
-11.34,3.62,2.53;
10.69,3.67,-5.94;
20.98,1.27,-16.76;
9.74,1.47,-16.49;
-9.29,2.16,-7.91;
-20.91,0.25,-3.53;
-13.63,-3.19,-8.30;
-3.72,-5.28,-15.63;
4.51,-1.25,-18.64;
4.02,3.49,-13.80;
0.25,5.84,-10.49;
-9.17,1.36,-12.61;
-19.10,-0.07,-21.05;
-21.86,1.59,-22.66;
-12.22,3.26,-18.69;
-1.10,3.90,-18.59;
4.37,3.52,-22.05;
1.90,4.07,-24.79;
-11.14,3.30,-23.66;
-23.42,0.27,-19.13;
-24.59,-0.71,-18.66;
-15.61,-2.60,-23.74;
-2.94,-4.24,-26.56;
2.69,-1.60,-26.58;
-0.59,-2.21,-24.46;
-4.15,0.16,-28.37;
-8.77,-3.69,-30.41;
-12.70,-8.94,-29.34;
-11.35,-8.94,-24.35;
-9.46,-3.15,-20.82;
-2.61,-1.98,-26.44;
4.77,-4.16,-38.09;
-1.25,-5.57,-39.85;
-18.39,-6.15,-29.57;
-30.03,-4.56,-23.13;
-25.92,-2.89,-29.63;
-11.68,-2.18,-42.23;
-5.43,-3.44,-47.56;
-4.73,-2.31,-45.95;
-10.09,0.30,-36.70;
-4.27,-1.08,-32.82;
-2.10,-3.25,-39.53;
-13.61,-5.98,-49.50;
-34.59,-7.84,-49.05;
-45.34,-9.77,-45.59;
-34.59,-6.24,-42.96;
-15.49,-3.77,-42.24;
3.96,-3.75,-52.26;
4.75,-6.36,-59.74;
-13.72,-6.60,-57.36;
-31.75,-8.86,-48.63;
-46.79,-7.81,-39.79;
-44.55,-7.19,-43.62;
-32.19,-7.75,-53.31;
-23.16,-8.56,-62.32;
-18.51,-13.23,-62.29;
-22.26,-13.69,-54.38;
-20.24,-13.83,-47.89;
-20.73,-15.19,-48.96;
-13.10,-11.08,-51.42;
-19.29,-12.62,-52.12;
-32.51,-16.89,-51.88;
-46.27,-20.97,-49.51;
-48.50,-21.03,-46.56;
-41.05,-15.41,-44.06;
-32.15,-15.67,-44.78;
-34.21,-17.17,-51.95;
-30.90,-17.75,-54.12;
-27.05,-23.06,-47.13;
-20.94,-24.07,-41.59;
-3.87,-19.48,-41.80;
1.26,-20.24,-48.29;
-9.35,-29.09,-48.11;
-17.51,-28.89,-43.69;
-0.44,-33.32,-37.80;
-2.26,-33.15,-38.12;
4.94,-29.29,-39.91;
3.12,-22.67,-36.81;
-21.61,-18.71,-26.95;
-42.73,-17.26,-17.54;
-42.97,-15.38,-12.06;
-28.07,-8.30,-12.38;
-7.93,-3.77,-15.94;
0.69,-2.48,-12.44;
2.72,0.57,-6.53;
3.71,1.81,-2.92;
0.74,-1.66,-4.14;
-2.64,-8.19,-9.19;
-16.10,-9.66,-11.79;
-17.87,-4.94,-9.83;
-11.32,0.37,-6.43;
3.44,1.93,-1.60;
18.36,5.70,-0.27;
17.82,6.05,-2.66;
13.33,3.35,1.37;
-6.61,2.78,6.05;
-14.44,1.58,7.08;
-10.94,-1.41,4.31;
-14.59,-1.22,0.34;
-15.57,2.51,-1.39;
-10.01,3.67,-0.82;
6.00,2.43,0.24;
14.89,2.11,0.15;
8.75,1.27,1.28;
-4.87,-0.85,2.84;
-7.02,-3.17,-0.88;
-0.74,-2.15,-5.08;
5.33,0.97,-6.61;
9.90,5.00,1.53;
9.03,3.46,6.76;
-0.48,-0.74,7.12;
-8.53,-3.73,3.99;
-11.64,-3.31,-1.62;
-9.45,-0.38,-2.92;
-2.99,1.15,1.24;
3.88,-1.83,6.23;
6.46,-1.06,9.79;
13.23,0.77,8.76;
23.71,2.28,5.65;
29.47,0.95,2.32;
34.81,-1.38,0.81;
44.89,-7.12,2.31;
53.20,-6.16,6.57;
67.56,-3.31,12.00;
83.76,-1.48,14.89;
101.04,-3.06,13.80;
114.32,-4.60,10.90;
124.78,-9.31,4.03;
114.29,-5.95,7.08;
91.93,-10.28,16.24;
57.13,-7.14,30.81;
36.22,-10.38,35.57;
29.94,-17.23,24.38;
29.52,-20.83,6.89;
30.86,-3.09,3.31;
41.70,-2.74,3.16;
43.00,-5.32,5.74;
41.90,-12.89,10.12;
29.79,-15.72,18.99;
20.22,-13.75,24.52;
18.90,-5.35,22.63;
19.79,0.11,12.15;
5.00,1.00,5.21;
